"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",APA OLSEN PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160424449A,CNSHK,AUSYD,AUSYD,"STRIKE EQ
SYDNEY
AUSTRALIA",,626.499,KG,6.149,M3,TEMU9129709,CA939733,CFS/CFS,42G1,38,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",APA OLSEN PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160424449A,CNSHK,AUSYD,AUSYD,"STRIKE EQ
SYDNEY
AUSTRALIA",,626.499,KG,6.149,M3,TGHU6873848,CB238440,CFS/CFS,42G1,38,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",APA OLSEN PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160425738A,CNNGB,AUMEL,AUMEL,"SZ DOUBLE WALL
PLASTIC CUP
CAPACITY:
MEAS:
N.W.:
G.W.:
CTN NO.:
MADE IN CHINA",,875,KG,10.851,M3,TTNU8033570,MOL966288K,CFS/CFS,45R1,125,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",APA OLSEN PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160396955A,CNXMN,AUMEL,AUMEL,"NAME:
ITEM NO.:
Q'TY/CTN.:
G/W: KG","STC. HOWERHEAD        
HAND SHOWER SETS
HAND SHOWER",1366.65,KG,8.62,M3,DVRU5930527,F3043837,CFS/CFS,45R1,151,CTN,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",APA OLSEN PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160402561A,CNXMN,AUMEL,AUMEL,"CARTON NO.:1-11
OF 11/1 OF 1
MADE IN CHINA","STC. HELMET         
HELMET PARTS",148.86,KG,2.123,M3,OOLU7391286,OOLDXC6497,CFS/CFS,42G1,12,CTN,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"FAIRCON LINE CO.,LTD",APA OLSEN PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,FCBMEL10836,KRPUS,AUMEL,AUMEL,"E.F AUSTRALIA
P.O.NO.
39483X-1
C/T NO. 1-10
MADE IN KOREA",STC. 10 CTNS(40 PCS) OF MUSICAL INSTRUMENTS(GUITARS),300,KG,2.227,M3,BSIU2638901,4160664,CFS/CFS,22G0,10,CTN,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,APA OLSEN PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,MEL612002617,HKHKG,AUMEL,AUMEL,MODEL NO PWE-S8,"STC. SLIM ACTIVE SUBWOOFER                
P/O: SST161201/16090121
60 CTNS ON 3 PLTS",1420,KG,5.617,M3,PCIU6006520,T0988973,CFS/CFS,45R1,3,PLT,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,APA OLSEN PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,MEL612002617,HKHKG,AUMEL,AUMEL,MODEL NO PWE-S8,"STC. SLIM ACTIVE SUBWOOFER                
P/O: SST161201/16090121
60 CTNS ON 3 PLTS",1420,KG,5.617,M3,TEMU9089925,T0988971,CFS/CFS,45R1,3,PLT,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD,300628,AUBNE,NZCHC,NZCHC,,,816,KG,7.758,M3,,,,,10,PKG,CFR,,OCEANBRIDGE SHIPPING LTD
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,300647,AUBNE,NZAKL,NZAKL,,,2301,KG,0,M3,,,,,17,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,300779,AUBNE,NZAKL,NZAKL,,,353,KG,0,M3,,,,,32,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,300786,AUBNE,NZAKL,NZAKL,,,1028,KG,7.266,M3,,,,,10,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD,300899,AUBNE,NZCHC,NZCHC,,,798,KG,4.88,M3,,,,,4,PKG,CFR,,OCEANBRIDGE SHIPPING LTD
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,300947,AUBNE,NZAKL,NZAKL,,,1307,KG,0,M3,,,,,7,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD,301088,AUBNE,NZCHC,NZCHC,,,606,KG,4.194,M3,,,,,4,PKG,CFR,,OCEANBRIDGE SHIPPING LTD
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,301171,AUBNE,NZAKL,NZAKL,,,3026,KG,32.382,M3,,,,,19,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,301173,AUBNE,NZAKL,NZAKL,,,908,KG,6.858,M3,,,,,8,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD,301291,AUBNE,NZCHC,NZCHC,,,383,KG,3.432,M3,,,,,3,PKG,CFR,,OCEANBRIDGE SHIPPING LTD
CONSOL ALLIANCE AUSTRALIA PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,301313,AUBNE,NZAKL,NZAKL,,,321,KG,2.142,M3,,,,,2,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM348031,AUMEL,NZAKL,NZAKL,"
BL#:MELAS31638820
REF: W51627 

BL#:MELAS31639191
REF: W51677 

BL#:MELAS31639293
REF: W51681 

BL#:MELAS31639324
REF: W51702 

BL#:MELAS31639410
REF: W51753 

BL#:MELAS31639427
REF: W51732 


BL#:MELAS31639429
REF: W51733 

BL#:MELAS31639440
REF: W51708 


BL#:MELAS31639442
REF: W51754 

BL#:MELAS31639460
REF: W51750 

BL#:MELAS31639474
REF: W51755 

BL#:MELAS31639519
REF: W51752","5 PLT STC MIXED TRUCKPARTS
2646 KG, 5.730 M3, GESU6744452

1 PLT STC ENGINE
858 KG, 2.691 M3,  GESU6744452

8 PKG STC 6 DRUMS & 2 PALLETS ELECTRICAL CABLE
4406 KG, 6.295 M3, GESU6744452

4 PLT STC AUTOMOTIVE SPARE PARTS
1016 KG, 6.090 M3, GESU6744452

13 PKG STC ROADS SAFETY EQUIPMENT
2188 KG, 8.701 M3, TEMU6596947

3 SKD STC LIFTING EQUIPMENTS & 
SPREADER BAR AND END CAPS
1038 KG, 3.753 M3, GESU6744452

1 SKD STC VALVES & FITTINGS
458 KG, 0.878 M3, GESU6744452

2 PLT STC FOOD INGREDIENTS
O/N: PORD021958
1050 KG, 2.934 M3, TEMU6596947

22 PKG STC PRIME TRUCK WASH & SUITCASES
1736 KG, 9.344 M3. TEMU6596947

3 PLT STC 1 X ENGINE, 1 X ZEUS POD, 1 X ENGINE BLOCK
3390 KG, 8.334 M3, TEMU6596947

5 CTNS STC MABILE PHONE\ACCESORIES
61 KG, 0.222 M3, TEMU6596947

4 PLT STC  AUTOMOTIVE PARTS
3830 KG, 3.576 M3, TEMU6596947

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",22677,KG,58.548,M3,CMAU5516144,ML-AU0567315,CFS/CFS,45G0,71,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM348031,AUMEL,NZAKL,NZAKL,"
BL#:MELAS31638820
REF: W51627 

BL#:MELAS31639191
REF: W51677 

BL#:MELAS31639293
REF: W51681 

BL#:MELAS31639324
REF: W51702 

BL#:MELAS31639410
REF: W51753 

BL#:MELAS31639427
REF: W51732 


BL#:MELAS31639429
REF: W51733 

BL#:MELAS31639440
REF: W51708 


BL#:MELAS31639442
REF: W51754 

BL#:MELAS31639460
REF: W51750 

BL#:MELAS31639474
REF: W51755 

BL#:MELAS31639519
REF: W51752","5 PLT STC MIXED TRUCKPARTS
2646 KG, 5.730 M3, GESU6744452

1 PLT STC ENGINE
858 KG, 2.691 M3,  GESU6744452

8 PKG STC 6 DRUMS & 2 PALLETS ELECTRICAL CABLE
4406 KG, 6.295 M3, GESU6744452

4 PLT STC AUTOMOTIVE SPARE PARTS
1016 KG, 6.090 M3, GESU6744452

13 PKG STC ROADS SAFETY EQUIPMENT
2188 KG, 8.701 M3, TEMU6596947

3 SKD STC LIFTING EQUIPMENTS & 
SPREADER BAR AND END CAPS
1038 KG, 3.753 M3, GESU6744452

1 SKD STC VALVES & FITTINGS
458 KG, 0.878 M3, GESU6744452

2 PLT STC FOOD INGREDIENTS
O/N: PORD021958
1050 KG, 2.934 M3, TEMU6596947

22 PKG STC PRIME TRUCK WASH & SUITCASES
1736 KG, 9.344 M3. TEMU6596947

3 PLT STC 1 X ENGINE, 1 X ZEUS POD, 1 X ENGINE BLOCK
3390 KG, 8.334 M3, TEMU6596947

5 CTNS STC MABILE PHONE\ACCESORIES
61 KG, 0.222 M3, TEMU6596947

4 PLT STC  AUTOMOTIVE PARTS
3830 KG, 3.576 M3, TEMU6596947

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",22677,KG,58.548,M3,GESU6744452,ML-AU0567322,CFS/CFS,45G0,71,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM348031,AUMEL,NZAKL,NZAKL,"
BL#:MELAS31638820
REF: W51627 

BL#:MELAS31639191
REF: W51677 

BL#:MELAS31639293
REF: W51681 

BL#:MELAS31639324
REF: W51702 

BL#:MELAS31639410
REF: W51753 

BL#:MELAS31639427
REF: W51732 


BL#:MELAS31639429
REF: W51733 

BL#:MELAS31639440
REF: W51708 


BL#:MELAS31639442
REF: W51754 

BL#:MELAS31639460
REF: W51750 

BL#:MELAS31639474
REF: W51755 

BL#:MELAS31639519
REF: W51752","5 PLT STC MIXED TRUCKPARTS
2646 KG, 5.730 M3, GESU6744452

1 PLT STC ENGINE
858 KG, 2.691 M3,  GESU6744452

8 PKG STC 6 DRUMS & 2 PALLETS ELECTRICAL CABLE
4406 KG, 6.295 M3, GESU6744452

4 PLT STC AUTOMOTIVE SPARE PARTS
1016 KG, 6.090 M3, GESU6744452

13 PKG STC ROADS SAFETY EQUIPMENT
2188 KG, 8.701 M3, TEMU6596947

3 SKD STC LIFTING EQUIPMENTS & 
SPREADER BAR AND END CAPS
1038 KG, 3.753 M3, GESU6744452

1 SKD STC VALVES & FITTINGS
458 KG, 0.878 M3, GESU6744452

2 PLT STC FOOD INGREDIENTS
O/N: PORD021958
1050 KG, 2.934 M3, TEMU6596947

22 PKG STC PRIME TRUCK WASH & SUITCASES
1736 KG, 9.344 M3. TEMU6596947

3 PLT STC 1 X ENGINE, 1 X ZEUS POD, 1 X ENGINE BLOCK
3390 KG, 8.334 M3, TEMU6596947

5 CTNS STC MABILE PHONE\ACCESORIES
61 KG, 0.222 M3, TEMU6596947

4 PLT STC  AUTOMOTIVE PARTS
3830 KG, 3.576 M3, TEMU6596947

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",22677,KG,58.548,M3,TEMU6596947,ML-AU0567313,CFS/CFS,45G0,71,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD,NAVCAM348857,AUSYD,NZLYT,NZLYT,"
REF: TIE16111155","STC PLASTIC CLOSURES

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",189,KG,1.78,M3,CAIU9567548,C537302,CFS/CFS,22G0,1,PLT,CFR,,OCEANBRIDGE SHIPPING LTD
NAVIA LOGISTICS PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM349190,AUMEL,NZAKL,NZAKL,"
BL#:MELAS31637970
REF: W-51803


BL#:MELAS31639676
REF: W-51853

BL#:MELAS31639685
REF: W-51777

BL#:MELAS31639728
REF: W-51801

BL#:MELAS31639756
REF: W-51789

BL#:MELAS31639766
REF: W-51779



BL#:MELAS31640014
REF: W-51813




BL#:MELAS31640020
REF: W-51822


BL#:MELAS31640078
REF: W-51828


BL#:MELAS31640085
REF: W-51827


BL#:MELAS31640154
REF: W-51861

BL#:MELAS31640209
REF: W-51898

BL#:MELAS31640214
REF: W-51890


BL#:MELAS31640217
REF: W-51867, 51916


BL#:MELAS31640220
REF: W-51865

BL#:MELAS31640221
REF: W-51874

BL#:MELAS31640250
REF: W-51896","6 X PALLETS STC FOOD INGREDIENTS
O/N:45910638 / 45908481
ECMU9435254 / 2351.00KGS / 5.917M3

1 X PALLET STC SPINACH SEED
TCNU5383504 / 509.00KGS / 1.222M3

14 X PKGS STC PVC PLUMBING FITTINGS
TCNU5383504 / 217.00KGS / 1.065M3

3 X STC COLLAPSABLE BOXES
BSIU9550200 / 666.0KGS / 4.326M3

2 X STC PALLETS HOMEWARE/KITCHENWARE
BSIU9550200 / 328.00KGS / 2.764M3

11 X SKIDS STC AC AXIAL HYBLADE FANS
EC IQ MOTORS,IMPELLERS,CAPACITORS,CABLES
O/N:PO14237
ECMU9224375 / 2085.00KGS / 13.442M3

1 X PLT STC 10 PAILS OF CAPOL 425M
(DANGEROUS CARGO)& 20 PAILS OF
CAPOL 5021AK (NON DANGEROUS CARGO)
HAZ, UN1170, CLS3, PGII
ECMU9224375 / 352.00KGS / 1.149M3

2 X PALLETS STC MIXED TRUCK PARTS
O/N:PPORR13561,13982
BSIU9550200 / 1339.00KGS / 1.660M3

1 X PLT STC ELECTRICAL CABLE
O/N:4500164147
TCNU5383504 / 450.00KGS / 1.369M3

8 X PCS STC 5 PLTS AND 3 DRUMS
ELECTRICAL CABLE
TCNU5383504 / 3855.00KGS / 6.714M3

2 X PLTS STC MOULDED LENSES
ECMU9224375 / 560.00KGS / 3.268M3

7 X STC PLTS AUTOMOTIVE SPARE PARTS
TCNU5383504 / 1212.00KGS / 8.698M3

1 X SKID STC WELDING CONSUMABLES
O/N:ZP3414,3440,3444,3446
TCNU5383504 / 1300.00KGS / 1.294M3

5 X STC PLTS ENGINE X 2, ENGINE
BLOCK X 2 & EURO X 1
TCNU5383504 / 5873.00KGS / 12.358M3

3 X PLTS STC AUTOMOTIVE PARTS
ECMU9224375 / 1370.00KGS / 2.796M3

2 X STC IBC'S ZETAG 9048FS
ECMU9224375 / 2194.00KGS / 2.908M3

1 X PALLET STC MEDICAL EQUIPMENT
TCNU5383504 / 413.00KGS / 0.917M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",25074,KG,71.867,M3,BSIU9550200,ML-AU0567262,CFS/CFS,45G0,70,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM349190,AUMEL,NZAKL,NZAKL,"
BL#:MELAS31637970
REF: W-51803


BL#:MELAS31639676
REF: W-51853

BL#:MELAS31639685
REF: W-51777

BL#:MELAS31639728
REF: W-51801

BL#:MELAS31639756
REF: W-51789

BL#:MELAS31639766
REF: W-51779



BL#:MELAS31640014
REF: W-51813




BL#:MELAS31640020
REF: W-51822


BL#:MELAS31640078
REF: W-51828


BL#:MELAS31640085
REF: W-51827


BL#:MELAS31640154
REF: W-51861

BL#:MELAS31640209
REF: W-51898

BL#:MELAS31640214
REF: W-51890


BL#:MELAS31640217
REF: W-51867, 51916


BL#:MELAS31640220
REF: W-51865

BL#:MELAS31640221
REF: W-51874

BL#:MELAS31640250
REF: W-51896","6 X PALLETS STC FOOD INGREDIENTS
O/N:45910638 / 45908481
ECMU9435254 / 2351.00KGS / 5.917M3

1 X PALLET STC SPINACH SEED
TCNU5383504 / 509.00KGS / 1.222M3

14 X PKGS STC PVC PLUMBING FITTINGS
TCNU5383504 / 217.00KGS / 1.065M3

3 X STC COLLAPSABLE BOXES
BSIU9550200 / 666.0KGS / 4.326M3

2 X STC PALLETS HOMEWARE/KITCHENWARE
BSIU9550200 / 328.00KGS / 2.764M3

11 X SKIDS STC AC AXIAL HYBLADE FANS
EC IQ MOTORS,IMPELLERS,CAPACITORS,CABLES
O/N:PO14237
ECMU9224375 / 2085.00KGS / 13.442M3

1 X PLT STC 10 PAILS OF CAPOL 425M
(DANGEROUS CARGO)& 20 PAILS OF
CAPOL 5021AK (NON DANGEROUS CARGO)
HAZ, UN1170, CLS3, PGII
ECMU9224375 / 352.00KGS / 1.149M3

2 X PALLETS STC MIXED TRUCK PARTS
O/N:PPORR13561,13982
BSIU9550200 / 1339.00KGS / 1.660M3

1 X PLT STC ELECTRICAL CABLE
O/N:4500164147
TCNU5383504 / 450.00KGS / 1.369M3

8 X PCS STC 5 PLTS AND 3 DRUMS
ELECTRICAL CABLE
TCNU5383504 / 3855.00KGS / 6.714M3

2 X PLTS STC MOULDED LENSES
ECMU9224375 / 560.00KGS / 3.268M3

7 X STC PLTS AUTOMOTIVE SPARE PARTS
TCNU5383504 / 1212.00KGS / 8.698M3

1 X SKID STC WELDING CONSUMABLES
O/N:ZP3414,3440,3444,3446
TCNU5383504 / 1300.00KGS / 1.294M3

5 X STC PLTS ENGINE X 2, ENGINE
BLOCK X 2 & EURO X 1
TCNU5383504 / 5873.00KGS / 12.358M3

3 X PLTS STC AUTOMOTIVE PARTS
ECMU9224375 / 1370.00KGS / 2.796M3

2 X STC IBC'S ZETAG 9048FS
ECMU9224375 / 2194.00KGS / 2.908M3

1 X PALLET STC MEDICAL EQUIPMENT
TCNU5383504 / 413.00KGS / 0.917M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",25074,KG,71.867,M3,CMAU5172970,MLAU0567254,CFS/CFS,45G0,70,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM349190,AUMEL,NZAKL,NZAKL,"
BL#:MELAS31637970
REF: W-51803


BL#:MELAS31639676
REF: W-51853

BL#:MELAS31639685
REF: W-51777

BL#:MELAS31639728
REF: W-51801

BL#:MELAS31639756
REF: W-51789

BL#:MELAS31639766
REF: W-51779



BL#:MELAS31640014
REF: W-51813




BL#:MELAS31640020
REF: W-51822


BL#:MELAS31640078
REF: W-51828


BL#:MELAS31640085
REF: W-51827


BL#:MELAS31640154
REF: W-51861

BL#:MELAS31640209
REF: W-51898

BL#:MELAS31640214
REF: W-51890


BL#:MELAS31640217
REF: W-51867, 51916


BL#:MELAS31640220
REF: W-51865

BL#:MELAS31640221
REF: W-51874

BL#:MELAS31640250
REF: W-51896","6 X PALLETS STC FOOD INGREDIENTS
O/N:45910638 / 45908481
ECMU9435254 / 2351.00KGS / 5.917M3

1 X PALLET STC SPINACH SEED
TCNU5383504 / 509.00KGS / 1.222M3

14 X PKGS STC PVC PLUMBING FITTINGS
TCNU5383504 / 217.00KGS / 1.065M3

3 X STC COLLAPSABLE BOXES
BSIU9550200 / 666.0KGS / 4.326M3

2 X STC PALLETS HOMEWARE/KITCHENWARE
BSIU9550200 / 328.00KGS / 2.764M3

11 X SKIDS STC AC AXIAL HYBLADE FANS
EC IQ MOTORS,IMPELLERS,CAPACITORS,CABLES
O/N:PO14237
ECMU9224375 / 2085.00KGS / 13.442M3

1 X PLT STC 10 PAILS OF CAPOL 425M
(DANGEROUS CARGO)& 20 PAILS OF
CAPOL 5021AK (NON DANGEROUS CARGO)
HAZ, UN1170, CLS3, PGII
ECMU9224375 / 352.00KGS / 1.149M3

2 X PALLETS STC MIXED TRUCK PARTS
O/N:PPORR13561,13982
BSIU9550200 / 1339.00KGS / 1.660M3

1 X PLT STC ELECTRICAL CABLE
O/N:4500164147
TCNU5383504 / 450.00KGS / 1.369M3

8 X PCS STC 5 PLTS AND 3 DRUMS
ELECTRICAL CABLE
TCNU5383504 / 3855.00KGS / 6.714M3

2 X PLTS STC MOULDED LENSES
ECMU9224375 / 560.00KGS / 3.268M3

7 X STC PLTS AUTOMOTIVE SPARE PARTS
TCNU5383504 / 1212.00KGS / 8.698M3

1 X SKID STC WELDING CONSUMABLES
O/N:ZP3414,3440,3444,3446
TCNU5383504 / 1300.00KGS / 1.294M3

5 X STC PLTS ENGINE X 2, ENGINE
BLOCK X 2 & EURO X 1
TCNU5383504 / 5873.00KGS / 12.358M3

3 X PLTS STC AUTOMOTIVE PARTS
ECMU9224375 / 1370.00KGS / 2.796M3

2 X STC IBC'S ZETAG 9048FS
ECMU9224375 / 2194.00KGS / 2.908M3

1 X PALLET STC MEDICAL EQUIPMENT
TCNU5383504 / 413.00KGS / 0.917M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",25074,KG,71.867,M3,ECMU9224375,ML-AU0567270,CFS/CFS,45G0,70,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,APC LOGISTICS (NZ) LTD,OCEANBRIDGE SHIPPING LTD.,NAVCAM349190,AUMEL,NZAKL,NZAKL,"
BL#:MELAS31637970
REF: W-51803


BL#:MELAS31639676
REF: W-51853

BL#:MELAS31639685
REF: W-51777

BL#:MELAS31639728
REF: W-51801

BL#:MELAS31639756
REF: W-51789

BL#:MELAS31639766
REF: W-51779



BL#:MELAS31640014
REF: W-51813




BL#:MELAS31640020
REF: W-51822


BL#:MELAS31640078
REF: W-51828


BL#:MELAS31640085
REF: W-51827


BL#:MELAS31640154
REF: W-51861

BL#:MELAS31640209
REF: W-51898

BL#:MELAS31640214
REF: W-51890


BL#:MELAS31640217
REF: W-51867, 51916


BL#:MELAS31640220
REF: W-51865

BL#:MELAS31640221
REF: W-51874

BL#:MELAS31640250
REF: W-51896","6 X PALLETS STC FOOD INGREDIENTS
O/N:45910638 / 45908481
ECMU9435254 / 2351.00KGS / 5.917M3

1 X PALLET STC SPINACH SEED
TCNU5383504 / 509.00KGS / 1.222M3

14 X PKGS STC PVC PLUMBING FITTINGS
TCNU5383504 / 217.00KGS / 1.065M3

3 X STC COLLAPSABLE BOXES
BSIU9550200 / 666.0KGS / 4.326M3

2 X STC PALLETS HOMEWARE/KITCHENWARE
BSIU9550200 / 328.00KGS / 2.764M3

11 X SKIDS STC AC AXIAL HYBLADE FANS
EC IQ MOTORS,IMPELLERS,CAPACITORS,CABLES
O/N:PO14237
ECMU9224375 / 2085.00KGS / 13.442M3

1 X PLT STC 10 PAILS OF CAPOL 425M
(DANGEROUS CARGO)& 20 PAILS OF
CAPOL 5021AK (NON DANGEROUS CARGO)
HAZ, UN1170, CLS3, PGII
ECMU9224375 / 352.00KGS / 1.149M3

2 X PALLETS STC MIXED TRUCK PARTS
O/N:PPORR13561,13982
BSIU9550200 / 1339.00KGS / 1.660M3

1 X PLT STC ELECTRICAL CABLE
O/N:4500164147
TCNU5383504 / 450.00KGS / 1.369M3

8 X PCS STC 5 PLTS AND 3 DRUMS
ELECTRICAL CABLE
TCNU5383504 / 3855.00KGS / 6.714M3

2 X PLTS STC MOULDED LENSES
ECMU9224375 / 560.00KGS / 3.268M3

7 X STC PLTS AUTOMOTIVE SPARE PARTS
TCNU5383504 / 1212.00KGS / 8.698M3

1 X SKID STC WELDING CONSUMABLES
O/N:ZP3414,3440,3444,3446
TCNU5383504 / 1300.00KGS / 1.294M3

5 X STC PLTS ENGINE X 2, ENGINE
BLOCK X 2 & EURO X 1
TCNU5383504 / 5873.00KGS / 12.358M3

3 X PLTS STC AUTOMOTIVE PARTS
ECMU9224375 / 1370.00KGS / 2.796M3

2 X STC IBC'S ZETAG 9048FS
ECMU9224375 / 2194.00KGS / 2.908M3

1 X PALLET STC MEDICAL EQUIPMENT
TCNU5383504 / 413.00KGS / 0.917M3

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",25074,KG,71.867,M3,ECMU9435254,MLAU0567260,CFS/CFS,45G0,70,PKG,CFR,,OCEANBRIDGE SHIPPING LTD.
